class,ExtractionTurbine,Sink,BackpressureTurbine,Sink
label,extr_turbine,electrical_demand,bp_turbine,heat_demand
source,extr_turbine,electrical_balance,bp_turbine,heat_balance
target,electrical_balance,electrical_demand,electrical_balance,heat_demand
attribute,max,variable_costs,max,actual_value
,0.97,-41.06,0.99,0.1667689952
,0.97,-42.64,0.99,0.169038519
,0.97,-42.94,0.99,0.1761431296
,0.97,-53.36,0.99,0.1913187811
,0.97,-61.99,0.99,0.2077690049
,0.97,-70,0.99,0.2179250599
,0.97,-61.99,0.99,0.2086945344
,0.97,-61.21,0.99,0.1891408181
,0.97,-61.21,0.99,0.1518015834
,0.97,-61.98,0.99,0.1089034333
,0.97,-55.91,0.99,0.1026650613
,0.97,-54.93,0.99,0.0966308533
,0.97,-48.41,0.99,0.0997393628
,0.97,-46.71,0.99,0.1055082562
,0.97,-44.57,0.99,0.1227322478
,0.97,-44.47,0.99,0.1668287453
,0.97,-43.34,0.99,0.2230404343
,0.97,-43,0.99,0.2464578199
,0.97,-45.46,0.99,0.2313620466
,0.97,-51.26,0.99,0.2075272292
,0.97,-53.67,0.99,0.1887567815
,0.97,-59.04,0.99,0.1727673245
,0.97,-59.63,0.99,0.1614403552
,0.97,-55.5,0.99,0.1554164355
,0.97,-52.44,0.99,0.15372169
,0.97,-50.04,0.99,0.1558136558
,0.97,-47.05,0.99,0.1623624316
,0.97,-57.52,0.99,0.1763508039
,0.97,-63.89,0.99,0.1915140313
,0.97,-62.33,0.99,0.2008755193
,0.97,-52.75,0.99,0.1923671513
,0.97,-44.5,0.99,0.1743432356
,0.97,-45.07,0.99,0.1399252656
,0.97,-48.59,0.99,0.1003832865
,0.97,-44.05,0.99,0.0946329785
,0.97,-51.45,0.99,0.1048325081
,0.97,-48.59,0.99,0.1082048559
,0.97,-48.59,0.99,0.1144633908
,0.97,-50.15,0.99,0.1331492885
,0.97,-51.11,0.99,0.1809885268
,0.97,-49.15,0.99,0.2419712475
,0.97,-59.02,0.99,0.2673762106
,0.97,-90.19,0.99,0.2509991663
,0.97,-98.71,0.99,0.2251413414
,0.97,-96.62,0.99,0.2047777303
,0.97,-96.99,0.99,0.1874311497
,0.97,-93.33,0.99,0.175142791
,0.97,-85.09,0.99,0.1686075841
,0.97,-78,0.99,0.1667689952
,0.97,-73.14,0.99,0.169038519
,0.97,-69.96,0.99,0.1761431296
,0.97,-75.08,0.99,0.1913187811
,0.97,-103.66,0.99,0.2077690049
,0.97,-85.68,0.99,0.2179250599
,0.97,-72.89,0.99,0.2086945344
,0.97,-66.18,0.99,0.1891408181
,0.97,-55.07,0.99,0.1518015834
,0.97,-55.03,0.99,0.1089034333
,0.97,-48.87,0.99,0.1026650613
,0.97,-44.43,0.99,0.131751677
,0.97,-40.51,0.99,0.1345304574
,0.97,-42.43,0.99,0.1407003534
,0.97,-42.21,0.99,0.1560542619
,0.97,-41.62,0.99,0.1950236241
,0.97,-43.1,0.99,0.2683685216
,0.97,-44.37,0.99,0.3175430881
,0.97,-60.19,0.99,0.2973212951
,0.97,-66.39,0.99,0.2745671369
,0.97,-68.05,0.99,0.2556454262
,0.97,-66.87,0.99,0.2358092329
,0.97,-69.46,0.99,0.2244171627
,0.97,-69.66,0.99,0.2184039591
,0.97,-69.94,0.99,0.2185321065
,0.97,-78.02,0.99,0.2212623474
,0.97,-81.45,0.99,0.2279769307
,0.97,-83.14,0.99,0.2398723857
,0.97,-114.79,0.99,0.2561303069
,0.97,-88.17,0.99,0.2665390796
,0.97,-75.1,0.99,0.2544109037
,0.97,-70.42,0.99,0.2355172345
,0.97,-60.02,0.99,0.1958792303
,0.97,-58.74,0.99,0.1351386253
,0.97,-54.96,0.99,0.1292665438
,0.97,-46.38,0.99,0.1237197599
,0.97,-43.27,0.99,0.1263291388
,0.97,-42.47,0.99,0.1321229022
,0.97,-39.22,0.99,0.1465407975
,0.97,-38.06,0.99,0.1831344883
,0.97,-43,0.99,0.2520080944
,0.97,-48.95,0.99,0.2981848543
,0.97,-65.21,0.99,0.2791958332
,0.97,-60.07,0.99,0.2578288263
,0.97,-59.61,0.99,0.2400606312
,0.97,-58.99,0.99,0.2214337026
,0.97,-59.03,0.99,0.210736122
,0.97,-53.37,0.99,0.2050894987
,0.97,-52.1,0.99,0.2052098338
,0.97,-49.52,0.99,0.2077736323
,0.97,-52.12,0.99,0.2140788775
,0.97,-59.35,0.99,0.2252491553
,0.97,-66.05,0.99,0.2405159524
,0.97,-62.25,0.99,0.2502901799
,0.97,-55.38,0.99,0.2389013683
,0.97,-49.28,0.99,0.2211595052
,0.97,-46,0.99,0.1839379346
,0.97,-47.93,0.99,0.1269002312
,0.97,-42.91,0.99,0.1213861267
,0.97,-44.52,0.99,0.131751677
,0.97,-42.95,0.99,0.1345304574
,0.97,-40.98,0.99,0.1407003534
,0.97,-40.67,0.99,0.1560542619
,0.97,-41.59,0.99,0.1950236241
,0.97,-43.53,0.99,0.2683685216
,0.97,-50.12,0.99,0.3175430881
,0.97,-65.16,0.99,0.2973212951
,0.97,-69.27,0.99,0.2745671369
,0.97,-65.59,0.99,0.2556454262
,0.97,-63,0.99,0.2358092329
,0.97,-64.24,0.99,0.2244171627
,0.97,-62.68,0.99,0.2184039591
,0.97,-65,0.99,0.2185321065
,0.97,-60.59,0.99,0.2212623474
,0.97,-65.59,0.99,0.2279769307
,0.97,-74.97,0.99,0.2398723857
,0.97,-97.02,0.99,0.2561303069
,0.97,-73.78,0.99,0.2665390796
,0.97,-64.93,0.99,0.2544109037
,0.97,-58.51,0.99,0.2355172345
,0.97,-54.93,0.99,0.1958792303
,0.97,-56,0.99,0.1351386253
,0.97,-50,0.99,0.1292665438
,0.97,-43.1,0.99,0.1237197599
,0.97,-40.48,0.99,0.1263291388
,0.97,-39.96,0.99,0.1321229022
,0.97,-36.39,0.99,0.1465407975
,0.97,-37.52,0.99,0.1831344883
,0.97,-39.8,0.99,0.2520080944
,0.97,-49.93,0.99,0.2981848543
,0.97,-58.82,0.99,0.2791958332
,0.97,-67.48,0.99,0.2578288263
,0.97,-62.74,0.99,0.2400606312
,0.97,-63.09,0.99,0.2214337026
,0.97,-63.36,0.99,0.210736122
,0.97,-63.39,0.99,0.2050894987
,0.97,-69.03,0.99,0.2052098338
,0.97,-68.52,0.99,0.2077736323
,0.97,-69.55,0.99,0.2140788775
,0.97,-72.52,0.99,0.2252491553
,0.97,-81.6,0.99,0.2405159524
,0.97,-71.87,0.99,0.2502901799
,0.97,-62.71,0.99,0.2389013683
,0.97,-51.32,0.99,0.2211595052
,0.97,-49.93,0.99,0.1839379346
,0.97,-46.82,0.99,0.1269002312
,0.97,-44.22,0.99,0.1213861267
,0.97,-43.92,0.99,0.1154860344
,0.97,-42.54,0.99,0.1179217554
,0.97,-42.24,0.99,0.1233299357
,0.97,-42.24,0.99,0.1367882996
,0.97,-39.5,0.99,0.1709466284
,0.97,-37.5,0.99,0.2352365983
,0.97,-35.31,0.99,0.2783402294
,0.97,-37.07,0.99,0.2606149545
,0.97,-38.66,0.99,0.2406699522
,0.97,-42,0.99,0.2240842557
,0.97,-43.67,0.99,0.2066969757
,0.97,-50.59,0.99,0.1967113342
,0.97,-50.47,0.99,0.1914405016
,0.97,-46.56,0.99,0.1915528283
,0.97,-45,0.99,0.1939460024
,0.97,-45.03,0.99,0.1998316246
,0.97,-46.94,0.99,0.2102585046
,0.97,-62.51,0.99,0.2245092746
,0.97,-62.75,0.99,0.2336330134
,0.97,-59.86,0.99,0.2230021434
,0.97,-51.02,0.99,0.2064410265
,0.97,-43.9,0.99,0.1716966041
,0.97,-45,0.99,0.1184548408
,0.97,-41.77,0.99,0.1133077078
,0.97,-48.83,0.99,0.0884983067
,0.97,-45.79,0.99,0.091345201
,0.97,-43.23,0.99,0.0966285787
,0.97,-46.01,0.99,0.1124029825
,0.97,-42.08,0.99,0.1527882757
,0.97,-41.96,0.99,0.2042691343
,0.97,-38.87,0.99,0.2257156899
,0.97,-39.58,0.99,0.2118903917
,0.97,-42.36,0.99,0.1900615357
,0.97,-50,0.99,0.1728708271
,0.97,-53.27,0.99,0.1582270583
,0.97,-56.03,0.99,0.1478533779
,0.97,-52.04,0.99,0.142336437
,0.97,-46.98,0.99,0.140784323
,0.97,-45.59,0.99,0.1427002269
,0.97,-49.93,0.99,0.1486978514
,0.97,-55,0.99,0.1615089486
,0.97,-66.18,0.99,0.1753960241
,0.97,-64.5,0.99,0.1839696401
,0.97,-61.24,0.99,0.1761773446
,0.97,-50.66,0.99,0.1596703393
,0.97,-44.42,0.99,0.1281490191
,0.97,-45.66,0.99,0.0919349314
,0.97,-42.56,0.99,0.0866685749
,0.97,-48.19,0.99,0.0966308533
,0.97,-44.88,0.99,0.0997393628
,0.97,-42.84,0.99,0.1055082562
,0.97,-42,0.99,0.1227322478
,0.97,-41.45,0.99,0.1668287453
,0.97,-43.88,0.99,0.2230404343
,0.97,-46.58,0.99,0.2464578199
,0.97,-69.93,0.99,0.2313620466
,0.97,-72.2,0.99,0.2075272292
,0.97,-75.88,0.99,0.1887567815
,0.97,-75.95,0.99,0.1727673245
,0.97,-75.42,0.99,0.1614403552
,0.97,-71.06,0.99,0.1554164355
,0.97,-67.03,0.99,0.15372169
,0.97,-64.84,0.99,0.1558136558
,0.97,-62.54,0.99,0.1623624316
,0.97,-66.11,0.99,0.1763508039
,0.97,-77.31,0.99,0.1915140313
,0.97,-79.46,0.99,0.2008755193
,0.97,-67.06,0.99,0.1923671513
,0.97,-59.17,0.99,0.1743432356
,0.97,-50.56,0.99,0.1399252656
,0.97,-50.06,0.99,0.1003832865
,0.97,-46.03,0.99,0.0946329785
,0.97,-43.98,0.99,0.0884983067
,0.97,-42.16,0.99,0.091345201
,0.97,-43.22,0.99,0.0966285787
,0.97,-41.14,0.99,0.1124029825
,0.97,-40.92,0.99,0.1527882757
,0.97,-42.39,0.99,0.2042691343
,0.97,-49.67,0.99,0.2257156899
,0.97,-72.8,0.99,0.2118903917
,0.97,-68.32,0.99,0.1900615357
,0.97,-68.18,0.99,0.1728708271
,0.97,-67.79,0.99,0.1582270583
,0.97,-69.84,0.99,0.1478533779
,0.97,-67.49,0.99,0.142336437
,0.97,-66.96,0.99,0.140784323
,0.97,-66.12,0.99,0.1427002269
,0.97,-66.26,0.99,0.1486978514
,0.97,-69.73,0.99,0.1615089486
,0.97,-88.97,0.99,0.1753960241
,0.97,-86.45,0.99,0.1839696401
,0.97,-71.82,0.99,0.1761773446
,0.97,-65.05,0.99,0.1596703393
,0.97,-59.97,0.99,0.1281490191
,0.97,-55,0.99,0.0919349314
,0.97,-48.44,0.99,0.0866685749
,0.97,-41.46,0.99,0.0966308533
,0.97,-39.88,0.99,0.0997393628
,0.97,-39.24,0.99,0.1055082562
,0.97,-38.26,0.99,0.1227322478
,0.97,-39.44,0.99,0.1668287453
,0.97,-42,0.99,0.2230404343
,0.97,-49.89,0.99,0.2464578199
,0.97,-59.96,0.99,0.2313620466
,0.97,-60.9,0.99,0.2075272292
,0.97,-61.6,0.99,0.1887567815
,0.97,-60.55,0.99,0.1727673245
,0.97,-61.47,0.99,0.1614403552
,0.97,-61.63,0.99,0.1554164355
,0.97,-61.7,0.99,0.15372169
,0.97,-61.81,0.99,0.1558136558
,0.97,-64.08,0.99,0.1623624316
,0.97,-65.94,0.99,0.1763508039
,0.97,-82.03,0.99,0.1915140313
,0.97,-80.32,0.99,0.2008755193
,0.97,-64.93,0.99,0.1923671513
,0.97,-58.06,0.99,0.1743432356
,0.97,-48.29,0.99,0.1399252656
,0.97,-47.28,0.99,0.1003832865
,0.97,-42.36,0.99,0.0946329785
,0.97,-41,0.99,0.1237197599
,0.97,-37.13,0.99,0.1263291388
,0.97,-36.74,0.99,0.1321229022
,0.97,-35.08,0.99,0.1465407975
,0.97,-33.99,0.99,0.1831344883
,0.97,-38.35,0.99,0.2520080944
,0.97,-45.12,0.99,0.2981848543
,0.97,-58.59,0.99,0.2791958332
,0.97,-61.43,0.99,0.2578288263
,0.97,-60.87,0.99,0.2400606312
,0.97,-60.69,0.99,0.2214337026
,0.97,-61.33,0.99,0.210736122
,0.97,-58.91,0.99,0.2050894987
,0.97,-58.09,0.99,0.2052098338
,0.97,-57.92,0.99,0.2077736323
,0.97,-57.54,0.99,0.2140788775
,0.97,-61.06,0.99,0.2252491553
,0.97,-72.99,0.99,0.2405159524
,0.97,-67.39,0.99,0.2502901799
,0.97,-57.1,0.99,0.2389013683
,0.97,-49.43,0.99,0.2211595052
,0.97,-45.4,0.99,0.1839379346
,0.97,-46.3,0.99,0.1269002312
,0.97,-42.49,0.99,0.1213861267
,0.97,-39.33,0.99,0.1237197599
,0.97,-38.71,0.99,0.1263291388
,0.97,-32.51,0.99,0.1321229022
,0.97,-23.34,0.99,0.1465407975
,0.97,-23.56,0.99,0.1831344883
,0.97,-33.65,0.99,0.2520080944
,0.97,-50.08,0.99,0.2981848543
,0.97,-59.28,0.99,0.2791958332
,0.97,-59.93,0.99,0.2578288263
,0.97,-60.58,0.99,0.2400606312
,0.97,-60.31,0.99,0.2214337026
,0.97,-59.93,0.99,0.210736122
,0.97,-59.24,0.99,0.2050894987
,0.97,-58.46,0.99,0.2052098338
,0.97,-58.56,0.99,0.2077736323
,0.97,-56.03,0.99,0.2140788775
,0.97,-59.42,0.99,0.2252491553
,0.97,-67.25,0.99,0.2405159524
,0.97,-68,0.99,0.2502901799
,0.97,-63,0.99,0.2389013683
,0.97,-51.07,0.99,0.2211595052
,0.97,-45.82,0.99,0.1839379346
,0.97,-44.73,0.99,0.1269002312
,0.97,-38.88,0.99,0.1213861267
,0.97,-42.91,0.99,0.1237197599
,0.97,-41.44,0.99,0.1263291388
,0.97,-38.5,0.99,0.1321229022
,0.97,-34.06,0.99,0.1465407975
,0.97,-31.24,0.99,0.1831344883
,0.97,-30.01,0.99,0.2520080944
,0.97,-26.16,0.99,0.2981848543
,0.97,-31.38,0.99,0.2791958332
,0.97,-37.45,0.99,0.2578288263
,0.97,-41.17,0.99,0.2400606312
,0.97,-43.96,0.99,0.2214337026
,0.97,-46.41,0.99,0.210736122
,0.97,-49.27,0.99,0.2050894987
,0.97,-41.97,0.99,0.2052098338
,0.97,-40.13,0.99,0.2077736323
,0.97,-40,0.99,0.2140788775
,0.97,-42.85,0.99,0.2252491553
,0.97,-55.05,0.99,0.2405159524
,0.97,-58.59,0.99,0.2502901799
,0.97,-58.06,0.99,0.2389013683
,0.97,-52.09,0.99,0.2211595052
,0.97,-47.96,0.99,0.1839379346
,0.97,-48.99,0.99,0.1269002312
,0.97,-40.8,0.99,0.1213861267
,0.97,-46.46,0.99,0.1237197599
,0.97,-42.13,0.99,0.1263291388
,0.97,-39.68,0.99,0.1321229022
,0.97,-36.55,0.99,0.1465407975
,0.97,-36.08,0.99,0.1831344883
,0.97,-37.01,0.99,0.2520080944
,0.97,-37.74,0.99,0.2981848543
,0.97,-40.87,0.99,0.2791958332
,0.97,-43.39,0.99,0.2578288263
,0.97,-49.96,0.99,0.2400606312
,0.97,-54.5,0.99,0.2214337026
,0.97,-55.92,0.99,0.210736122
,0.97,-56.03,0.99,0.2050894987
,0.97,-50.32,0.99,0.2052098338
,0.97,-45.97,0.99,0.2077736323
,0.97,-44.96,0.99,0.2140788775
,0.97,-51.47,0.99,0.2252491553
,0.97,-62.48,0.99,0.2405159524
,0.97,-64.6,0.99,0.2502901799
,0.97,-59.95,0.99,0.2389013683
,0.97,-49.2,0.99,0.2211595052
,0.97,-41.4,0.99,0.1839379346
,0.97,-44.42,0.99,0.1269002312
,0.97,-41.53,0.99,0.1213861267
,0.97,-42.79,0.99,0.1395121852
,0.97,-41.42,0.99,0.1424546429
,0.97,-38.1,0.99,0.1489879614
,0.97,-36.02,0.99,0.1652462541
,0.97,-36.07,0.99,0.2065110107
,0.97,-40,0.99,0.2841761088
,0.97,-44.85,0.99,0.3362471821
,0.97,-59.97,0.99,0.3148342741
,0.97,-63.04,0.99,0.2907398382
,0.97,-61.92,0.99,0.2707035908
,0.97,-62.25,0.99,0.2496989953
,0.97,-62.35,0.99,0.2376359032
,0.97,-61.99,0.99,0.2312685068
,0.97,-61.03,0.99,0.2314042023
,0.97,-56.03,0.99,0.2342952614
,0.97,-56.27,0.99,0.2414053506
,0.97,-59.31,0.99,0.2540014781
,0.97,-69.49,0.99,0.2712170322
,0.97,-73,0.99,0.282238908
,0.97,-62.45,0.99,0.2693963518
,0.97,-53.19,0.99,0.2493897975
,0.97,-47.37,0.99,0.2074170142
,0.97,-49.64,0.99,0.1430986333
,0.97,-47.31,0.99,0.1368806714
,0.97,-41.7,0.99,0.1469452338
,0.97,-38.83,0.99,0.1500444621
,0.97,-36.05,0.99,0.1569258683
,0.97,-32.42,0.99,0.1740503842
,0.97,-35.71,0.99,0.2175136794
,0.97,-38.27,0.99,0.2993166845
,0.97,-44,0.99,0.3541620446
,0.97,-58.4,0.99,0.3316082816
,0.97,-58.97,0.99,0.3062301219
,0.97,-61.19,0.99,0.2851263663
,0.97,-58.07,0.99,0.2630026701
,0.97,-59.44,0.99,0.2502968704
,0.97,-60,0.99,0.2435902264
,0.97,-57.91,0.99,0.2437331516
,0.97,-58.99,0.99,0.246778243
,0.97,-57.02,0.99,0.2542671496
,0.97,-62.45,0.99,0.2675343843
,0.97,-75.01,0.99,0.2856671632
,0.97,-80.42,0.99,0.297276272
,0.97,-63.19,0.99,0.2837494791
,0.97,-57.24,0.99,0.2626769986
,0.97,-49.33,0.99,0.2184679538
,0.97,-50.81,0.99,0.1507227637
,0.97,-45.41,0.99,0.1441735159
,0.97,-38.85,0.99,0.1655940671
,0.97,-38.67,0.99,0.1700881514
,0.97,-37.82,0.99,0.1773041705
,0.97,-31.01,0.99,0.1901486592
,0.97,-32.99,0.99,0.2237509635
,0.97,-40.84,0.99,0.2962577996
,0.97,-47.43,0.99,0.3471333528
,0.97,-55.21,0.99,0.3351252995
,0.97,-58.96,0.99,0.315651352
,0.97,-58.97,0.99,0.2983471149
,0.97,-59.12,0.99,0.2770327689
,0.97,-61.04,0.99,0.2642448856
,0.97,-59.09,0.99,0.256127093
,0.97,-58.33,0.99,0.2549524913
,0.97,-55.09,0.99,0.2589620391
,0.97,-55.98,0.99,0.2677427087
,0.97,-58.48,0.99,0.2775301242
,0.97,-72.99,0.99,0.2933761694
,0.97,-80.52,0.99,0.3062412067
,0.97,-68.8,0.99,0.2953162858
,0.97,-60,0.99,0.2754339962
,0.97,-49.97,0.99,0.2359839151
,0.97,-50.25,0.99,0.1693646938
,0.97,-45.47,0.99,0.1625716563
,0.97,-41.65,0.99,0.1395121852
,0.97,-40.7,0.99,0.1424546429
,0.97,-37.78,0.99,0.1489879614
,0.97,-36,0.99,0.1652462541
,0.97,-35.51,0.99,0.2065110107
,0.97,-42.52,0.99,0.2841761088
,0.97,-45.49,0.99,0.3362471821
,0.97,-57.53,0.99,0.3148342741
,0.97,-58.93,0.99,0.2907398382
,0.97,-58.48,0.99,0.2707035908
,0.97,-58.44,0.99,0.2496989953
,0.97,-59.29,0.99,0.2376359032
,0.97,-56.9,0.99,0.2312685068
,0.97,-56.97,0.99,0.2314042023
,0.97,-55.08,0.99,0.2342952614
,0.97,-55.15,0.99,0.2414053506
,0.97,-59.99,0.99,0.2540014781
,0.97,-71.32,0.99,0.2712170322
,0.97,-71.03,0.99,0.282238908
,0.97,-63.4,0.99,0.2693963518
,0.97,-53.03,0.99,0.2493897975
,0.97,-46.89,0.99,0.2074170142
,0.97,-46.03,0.99,0.1430986333
,0.97,-42.82,0.99,0.1368806714
,0.97,-34.69,0.99,0.1655940671
,0.97,-28.88,0.99,0.1700881514
,0.97,-13.03,0.99,0.1773041705
,0.97,-10.41,0.99,0.1901486592
,0.97,-13.75,0.99,0.2237509635
,0.97,-30.06,0.99,0.2962577996
,0.97,-44,0.99,0.3471333528
,0.97,-52.02,0.99,0.3351252995
,0.97,-52.7,0.99,0.315651352
,0.97,-53.02,0.99,0.2983471149
,0.97,-53.98,0.99,0.2770327689
,0.97,-56.44,0.99,0.2642448856
,0.97,-56.45,0.99,0.256127093
,0.97,-54.62,0.99,0.2549524913
,0.97,-54.02,0.99,0.2589620391
,0.97,-53.59,0.99,0.2677427087
,0.97,-57.42,0.99,0.2775301242
,0.97,-69.93,0.99,0.2933761694
,0.97,-78.63,0.99,0.3062412067
,0.97,-68.96,0.99,0.2953162858
,0.97,-55.88,0.99,0.2754339962
,0.97,-49.89,0.99,0.2359839151
,0.97,-49.95,0.99,0.1693646938
,0.97,-49.33,0.99,0.1625716563
,0.97,-30.15,0.99,0.1727600376
,0.97,-20.67,0.99,0.1774486003
,0.97,-12,0.99,0.1849768878
,0.97,-10.27,0.99,0.198377213
,0.97,-10.11,0.99,0.2334336342
,0.97,-10.18,0.99,0.3090781543
,0.97,-10.16,0.99,0.3621553123
,0.97,-10.18,0.99,0.3496276187
,0.97,-11.65,0.99,0.3293109494
,0.97,-21.68,0.99,0.3112578832
,0.97,-21.9,0.99,0.2890211734
,0.97,-24.96,0.99,0.2756799032
,0.97,-30.06,0.99,0.2672108186
,0.97,-23.85,0.99,0.2659853869
,0.97,-23.57,0.99,0.2701684451
,0.97,-21.96,0.99,0.2793290922
,0.97,-35.86,0.99,0.2895400515
,0.97,-50.47,0.99,0.3060718235
,0.97,-51.07,0.99,0.3194935864
,0.97,-50.76,0.99,0.308095897
,0.97,-43.09,0.99,0.2873532149
,0.97,-37.99,0.99,0.2461959584
,0.97,-43.13,0.99,0.1766938357
,0.97,-39.36,0.99,0.1696068341
,0.97,-24.45,0.99,0.131751677
,0.97,-20.52,0.99,0.1345304574
,0.97,-11.49,0.99,0.1407003534
,0.97,-10.37,0.99,0.1560542619
,0.97,-10.35,0.99,0.1950236241
,0.97,-10.4,0.99,0.2683685216
,0.97,-14.95,0.99,0.3175430881
,0.97,-32.69,0.99,0.2973212951
,0.97,-36.98,0.99,0.2745671369
,0.97,-45.31,0.99,0.2556454262
,0.97,-47,0.99,0.2358092329
,0.97,-45.38,0.99,0.2244171627
,0.97,-45.56,0.99,0.2184039591
,0.97,-40,0.99,0.2185321065
,0.97,-37.78,0.99,0.2212623474
,0.97,-39.95,0.99,0.2279769307
,0.97,-48.44,0.99,0.2398723857
,0.97,-55.01,0.99,0.2561303069
,0.97,-58.25,0.99,0.2665390796
,0.97,-53.03,0.99,0.2544109037
,0.97,-46.61,0.99,0.2355172345
,0.97,-38.71,0.99,0.1958792303
,0.97,-42.71,0.99,0.1351386253
,0.97,-37.06,0.99,0.1292665438
,0.97,-19.99,0.99,0.0805337788
,0.97,-6.78,0.99,0.0831244629
,0.97,-2.16,0.99,0.0879323558
,0.97,-0.86,0.99,0.1022871201
,0.97,-0.94,0.99,0.139037883
,0.97,-12.14,0.99,0.1858856502
,0.97,-43.03,0.99,0.2054020934
,0.97,-51.16,0.99,0.192821022
,0.97,-49.98,0.99,0.1729566842
,0.97,-49.85,0.99,0.1573130772
,0.97,-49.76,0.99,0.1439871948
,0.97,-49.58,0.99,0.134547108
,0.97,-49.47,0.99,0.129526672
,0.97,-46.32,0.99,0.1281142426
,0.97,-42.37,0.99,0.1298577221
,0.97,-39.96,0.99,0.135315582
,0.97,-44.92,0.99,0.1469737268
,0.97,-55.16,0.99,0.1596110157
,0.97,-60.06,0.99,0.1674130372
,0.97,-55.04,0.99,0.1603220202
,0.97,-48.07,0.99,0.1453005856
,0.97,-43.27,0.99,0.1166160704
,0.97,-45.81,0.99,0.0836611198
,0.97,-39.2,0.99,0.0788687163
,0.97,-37.51,0.99,0.1048325081
,0.97,-37.09,0.99,0.1082048559
,0.97,-36.33,0.99,0.1144633908
,0.97,-32.01,0.99,0.1331492885
,0.97,-33.65,0.99,0.1809885268
,0.97,-36.6,0.99,0.2419712475
,0.97,-45.71,0.99,0.2673762106
,0.97,-52.65,0.99,0.2509991663
,0.97,-49.88,0.99,0.2251413414
,0.97,-47.61,0.99,0.2047777303
,0.97,-46.3,0.99,0.1874311497
,0.97,-46.92,0.99,0.175142791
,0.97,-46.06,0.99,0.1686075841
,0.97,-41.56,0.99,0.1667689952
,0.97,-40.61,0.99,0.169038519
,0.97,-40.02,0.99,0.1761431296
,0.97,-41.58,0.99,0.1913187811
,0.97,-47.71,0.99,0.2077690049
,0.97,-49.7,0.99,0.2179250599
,0.97,-46.27,0.99,0.2086945344
,0.97,-44.28,0.99,0.1891408181
,0.97,-39.27,0.99,0.1518015834
,0.97,-40.39,0.99,0.1089034333
,0.97,-23.58,0.99,0.1026650613
,0.97,-39.25,0.99,0.1048325081
,0.97,-36.74,0.99,0.1082048559
,0.97,-35.09,0.99,0.1144633908
,0.97,-34.29,0.99,0.1331492885
,0.97,-33.59,0.99,0.1809885268
,0.97,-39.27,0.99,0.2419712475
,0.97,-46.91,0.99,0.2673762106
,0.97,-55.55,0.99,0.2509991663
,0.97,-56.3,0.99,0.2251413414
,0.97,-57.97,0.99,0.2047777303
,0.97,-58.37,0.99,0.1874311497
,0.97,-60.03,0.99,0.175142791
,0.97,-58.06,0.99,0.1686075841
,0.97,-56.91,0.99,0.1667689952
,0.97,-53.17,0.99,0.169038519
,0.97,-52.54,0.99,0.1761431296
,0.97,-56,0.99,0.1913187811
,0.97,-66.26,0.99,0.2077690049
,0.97,-75.06,0.99,0.2179250599
,0.97,-66.33,0.99,0.2086945344
,0.97,-56.19,0.99,0.1891408181
,0.97,-46.42,0.99,0.1518015834
,0.97,-46.94,0.99,0.1089034333
,0.97,-41.9,0.99,0.1026650613
,0.97,-30.83,0.99,0.0728340042
,0.97,-25.77,0.99,0.075176995
,0.97,-24.06,0.99,0.0795252088
,0.97,-23.9,0.99,0.0925075248
,0.97,-28.84,0.99,0.1257445746
,0.97,-34.98,0.99,0.1681132618
,0.97,-45.43,0.99,0.1857637523
,0.97,-56.99,0.99,0.1743855478
,0.97,-58.46,0.99,0.1564204245
,0.97,-53.97,0.99,0.1422724912
,0.97,-52.19,0.99,0.1302206864
,0.97,-53.53,0.99,0.1216831593
,0.97,-51.54,0.99,0.1171427234
,0.97,-51.62,0.99,0.1158653354
,0.97,-53,0.99,0.1174421221
,0.97,-54.06,0.99,0.1223781601
,0.97,-61.62,0.99,0.1329216783
,0.97,-79.7,0.99,0.1443507254
,0.97,-79.42,0.99,0.1514068015
,0.97,-66.51,0.99,0.1449937513
,0.97,-57.86,0.99,0.1314085049
,0.97,-47.74,0.99,0.1054664948
,0.97,-46.82,0.99,0.0756623425
,0.97,-43.93,0.99,0.0713281371
,0.97,-42.55,0.99,0.0538141503
,0.97,-42.06,0.99,0.0553032878
,0.97,-41.97,0.99,0.0626212235
,0.97,-35.8,0.99,0.0820826905
,0.97,-37.14,0.99,0.12390263
,0.97,-42.75,0.99,0.1611823392
,0.97,-51.79,0.99,0.1532717522
,0.97,-61.05,0.99,0.1375690516
,0.97,-64.91,0.99,0.1225801372
,0.97,-62.95,0.99,0.1100161205
,0.97,-60.42,0.99,0.1011127481
,0.97,-64.41,0.99,0.0924416957
,0.97,-62.35,0.99,0.0867902778
,0.97,-63.28,0.99,0.0822506091
,0.97,-61.04,0.99,0.0839998252
,0.97,-59.06,0.99,0.0909398146
,0.97,-60.44,0.99,0.105885826
,0.97,-72.75,0.99,0.1200432426
,0.97,-76.69,0.99,0.1293459711
,0.97,-60.45,0.99,0.1238183065
,0.97,-50.39,0.99,0.107159249
,0.97,-44.62,0.99,0.0778050237
,0.97,-45.79,0.99,0.058068255
,0.97,-41.02,0.99,0.0545742128
,0.97,-47.45,0.99,0.0728340042
,0.97,-47.05,0.99,0.075176995
,0.97,-46.91,0.99,0.0795252088
,0.97,-39.23,0.99,0.0925075248
,0.97,-35.87,0.99,0.1257445746
,0.97,-36.03,0.99,0.1681132618
