class,Sink,Sink
label,HD,ED
source,heat_balance,electrical_balance
target,HD,ED
attribute,actual_value,variable_costs
,0.552236406,-58.56
,0.5689949615,-56.03
,0.5986841669,-59.42
,0.6392614099,-67.25
,0.6652400878,-68
,0.6349700467,-63
,0.5878143869,-51.07
,0.4888840937,-45.82
,0.3372849905,-44.73
,0.3226291883,-38.88
,0.3288316944,-42.91
,0.3357670981,-41.44
,0.3511661988,-38.5
,0.3894871666,-34.06
,0.4867486336,-31.24
,0.6698060903,-30.01
,0.79253816,-26.16
,0.7420677098,-31.38
,0.6852768699,-37.45
,0.6380512229,-41.17
,0.5885431694,-43.96
,0.5601103342,-46.41
,0.5451023136,-49.27
,0.5454221492,-41.97
,0.552236406,-40.13
,0.5689949615,-40
,0.5986841669,-42.85
,0.6392614099,-55.05
,0.6652400878,-58.59
,0.6349700467,-58.06
,0.5878143869,-52.09
,0.4888840937,-47.96
,0.3372849905,-48.99
,0.3226291883,-40.8
,0.3288316944,-46.46
,0.3357670981,-42.13
,0.3511661988,-39.68
,0.3894871666,-36.55
,0.4867486336,-36.08
,0.6698060903,-37.01
,0.79253816,-37.74
,0.7420677098,-40.87
,0.6852768699,-43.39
,0.6380512229,-49.96
,0.5885431694,-54.5
,0.5601103342,-55.92
,0.5451023136,-56.03
,0.5454221492,-50.32
,0.552236406,-45.97
,0.5689949615,-44.96
,0.5986841669,-51.47
,0.6392614099,-62.48
,0.6652400878,-64.6
,0.6349700467,-59.95
,0.5878143869,-49.2
,0.4888840937,-41.4
,0.3372849905,-44.42
,0.3226291883,-41.53
,0.3708059915,-42.79
,0.3786266772,-41.42
,0.3959914231,-38.1
,0.4392039377,-36.02
,0.5488805152,-36.07
,0.7553046614,-40
,0.8937030811,-44.85
,0.8367902417,-59.97
,0.7727502356,-63.04
,0.7194963885,-61.92
,0.6636687929,-62.25
,0.6316065983,-62.35
,0.6146828526,-61.99
,0.6150435144,-61.03
,0.6227275889,-56.03
,0.6416253194,-56.27
,0.6751042556,-59.31
,0.7208610517,-69.49
,0.7501558232,-73
,0.7160219102,-62.45
,0.6628469837,-53.19
,0.5512885595,-47.37
,0.3803383234,-49.64
,0.363811756,-47.31
,0.3905621078,-41.7
,0.3987994702,-38.83
,0.4170893898,-36.05
,0.4626042177,-32.42
,0.5781242366,-35.71
,0.7955464236,-38.27
,0.9413185517,-44
,0.881373462,-58.4
,0.8139214781,-58.97
,0.7578303273,-61.19
,0.6990283015,-58.07
,0.6652578703,-59.44
,0.6474324469,-60
,0.6478123242,-57.91
,0.6559057974,-58.99
,0.6758103773,-57.02
,0.7110730328,-62.45
,0.759267698,-75.01
,0.7901232616,-80.42
,0.7541707328,-63.19
,0.6981627073,-57.24
,0.580660579,-49.33
,0.4006023113,-50.81
,0.3831952273,-45.41
,0.4401283813,-38.85
,0.452073097,-38.67
,0.4712523759,-37.82
,0.5053914252,-31.01
,0.59470216,-32.99
,0.787416289,-40.84
,0.9226371653,-47.43
,0.890721257,-55.21
,0.8389619329,-58.96
,0.7929694285,-58.97
,0.7363185546,-59.12
,0.7023299554,-61.04
